"id","semantic_key","check_type","subject_ids_json","result","witness_json","toolchain_json","recorded_at","status","metric_schema","metric_errors","metric_unique_ids","metric_resolving_xrefs","metric_pages","metric_fatal_errors","metric_undefined_references","metric_rerun_markers","record_json"
"urn:uuid:e7e751b2-22de-59af-a2d9-a722a1bf4a51","lebl.ra.qa.live-manifest.ra.v6.3.logical.u002217","topology","[""urn:uuid:05018d45-53a3-50c4-80b8-4df835cafca7""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u002217"",""sha256"":""sha256:ed09491e96044ed983a14f8fa084bec640c7178dc8d79f4660c356c76b0681d4""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e7e751b2-22de-59af-a2d9-a722a1bf4a51"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u002217"",""status"":""active"",""subject_ids"":[""urn:uuid:05018d45-53a3-50c4-80b8-4df835cafca7""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u002217"",""sha256"":""sha256:ed09491e96044ed983a14f8fa084bec640c7178dc8d79f4660c356c76b0681d4""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e7fd19f5-0e3a-5bd5-8495-22d3d0b1c572","lebl.ra.qa.live-manifest.ra.v6.3.logical.u000420","topology","[""urn:uuid:c57157d0-da55-591d-bd89-78b76c3e56cc""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000420"",""sha256"":""sha256:410c2a936379eb99cf792b6c1db98bc30c9fc05271796295ebcd5d220e1e4b60""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e7fd19f5-0e3a-5bd5-8495-22d3d0b1c572"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u000420"",""status"":""active"",""subject_ids"":[""urn:uuid:c57157d0-da55-591d-bd89-78b76c3e56cc""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000420"",""sha256"":""sha256:410c2a936379eb99cf792b6c1db98bc30c9fc05271796295ebcd5d220e1e4b60""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e80a31f2-84de-5d17-aadd-7677d2e3db3d","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u001609","topology","[""urn:uuid:90632dcd-fdfd-5212-98bd-74774d9c96aa""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u001609"",""sha256"":""sha256:8fcbfc0844d69781c536a720341435ba5ef001b51e4e94869ef1ec640253bc68""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e80a31f2-84de-5d17-aadd-7677d2e3db3d"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u001609"",""status"":""active"",""subject_ids"":[""urn:uuid:90632dcd-fdfd-5212-98bd-74774d9c96aa""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u001609"",""sha256"":""sha256:8fcbfc0844d69781c536a720341435ba5ef001b51e4e94869ef1ec640253bc68""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e812e6dc-990a-5cdc-80ab-bf2fd8ef81f7","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000385","topology","[""urn:uuid:eeeb15c7-3587-569d-a496-2ceea4055df5""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000385"",""sha256"":""sha256:38fcaf69b668331bd4df662593f10aebf3e8732ba29f8b68eb23c5bfeea63bbd""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e812e6dc-990a-5cdc-80ab-bf2fd8ef81f7"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000385"",""status"":""active"",""subject_ids"":[""urn:uuid:eeeb15c7-3587-569d-a496-2ceea4055df5""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000385"",""sha256"":""sha256:38fcaf69b668331bd4df662593f10aebf3e8732ba29f8b68eb23c5bfeea63bbd""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e81c1f47-c02f-5693-a837-b5cacfbd2235","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000499","topology","[""urn:uuid:b2943027-5f64-5e7e-9e4e-a983486b35f7""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000499"",""sha256"":""sha256:ec0ca0f5d2866510ee2d5d25235024826c3326e36466f9df433b2d4dbb96b45e""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e81c1f47-c02f-5693-a837-b5cacfbd2235"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000499"",""status"":""active"",""subject_ids"":[""urn:uuid:b2943027-5f64-5e7e-9e4e-a983486b35f7""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000499"",""sha256"":""sha256:ec0ca0f5d2866510ee2d5d25235024826c3326e36466f9df433b2d4dbb96b45e""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e81fb86f-0e38-57b7-aae1-e85bd2b0f4fe","lebl.ca.qa.live-manifest.ca.v1.9.logical.u000236","topology","[""urn:uuid:16f4f66b-7554-5dc3-830d-63e64164a773""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000236"",""sha256"":""sha256:650b08503392e63523ad31fab18b0deea36be9bb3cc71586dfa80f66c2714005""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e81fb86f-0e38-57b7-aae1-e85bd2b0f4fe"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ca.qa.live-manifest.ca.v1.9.logical.u000236"",""status"":""active"",""subject_ids"":[""urn:uuid:16f4f66b-7554-5dc3-830d-63e64164a773""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000236"",""sha256"":""sha256:650b08503392e63523ad31fab18b0deea36be9bb3cc71586dfa80f66c2714005""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e8361902-d435-5ed0-82d1-ca4b591122cd","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.canonical-file.ch-eigenvalue-probs-tex","topology","[""urn:uuid:bec84a31-017f-5967-8c34-5a59e2303a5f""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.canonical-file.ch-eigenvalue-probs-tex"",""sha256"":""sha256:1de6b222061bd214d0c4258720989c31f9716620d0779d2e8e021607f7234cef""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e8361902-d435-5ed0-82d1-ca4b591122cd"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.canonical-file.ch-eigenvalue-probs-tex"",""status"":""active"",""subject_ids"":[""urn:uuid:bec84a31-017f-5967-8c34-5a59e2303a5f""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.canonical-file.ch-eigenvalue-probs-tex"",""sha256"":""sha256:1de6b222061bd214d0c4258720989c31f9716620d0779d2e8e021607f7234cef""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e840fa8d-49c4-58ee-87c9-a61013ae5159","lebl.ca.qa.live-manifest.ca.v1.9.logical.u001025","topology","[""urn:uuid:a0edc1e2-42d1-5026-9c85-1acbe35bea9c""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u001025"",""sha256"":""sha256:10bbdf1c67fc415c254bc2c9018dfbe3e4f6c13edbe10d04725cfca7659a499a""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e840fa8d-49c4-58ee-87c9-a61013ae5159"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ca.qa.live-manifest.ca.v1.9.logical.u001025"",""status"":""active"",""subject_ids"":[""urn:uuid:a0edc1e2-42d1-5026-9c85-1acbe35bea9c""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u001025"",""sha256"":""sha256:10bbdf1c67fc415c254bc2c9018dfbe3e4f6c13edbe10d04725cfca7659a499a""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e8418055-5542-5a9d-b9d3-d87ce787ca8e","lebl.ra.qa.live-manifest.ra.v6.3.logical.u000137","topology","[""urn:uuid:245d8d87-3d4f-53a7-bc92-edfe50e18cbc""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000137"",""sha256"":""sha256:0f736e932c880f1c642a8d3ca870b70d0c076d98b8988d8e4bd33b12b68a80b8""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e8418055-5542-5a9d-b9d3-d87ce787ca8e"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u000137"",""status"":""active"",""subject_ids"":[""urn:uuid:245d8d87-3d4f-53a7-bc92-edfe50e18cbc""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000137"",""sha256"":""sha256:0f736e932c880f1c642a8d3ca870b70d0c076d98b8988d8e4bd33b12b68a80b8""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e84a3c3b-0824-52cd-ad53-f9ba4242915f","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000091","topology","[""urn:uuid:b741ba2c-66a8-5d7f-84f0-5343513ae326""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000091"",""sha256"":""sha256:6337bb53baa701b7822831a2c7f3eefd883c02647ce05411fc639a469e5d935e""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e84a3c3b-0824-52cd-ad53-f9ba4242915f"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000091"",""status"":""active"",""subject_ids"":[""urn:uuid:b741ba2c-66a8-5d7f-84f0-5343513ae326""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000091"",""sha256"":""sha256:6337bb53baa701b7822831a2c7f3eefd883c02647ce05411fc639a469e5d935e""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e8559148-540d-52ad-b554-0e9e9b7c20f1","lebl.ra.qa.live-manifest.ra.v6.3.logical.u001594","topology","[""urn:uuid:02554f2f-1c61-5915-9b3b-ead9e898088b""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001594"",""sha256"":""sha256:7a2c5f4b1949f4918f441c1a9ab530f093496d2ccc11504506aa3b0e1bb719e5""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e8559148-540d-52ad-b554-0e9e9b7c20f1"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u001594"",""status"":""active"",""subject_ids"":[""urn:uuid:02554f2f-1c61-5915-9b3b-ead9e898088b""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001594"",""sha256"":""sha256:7a2c5f4b1949f4918f441c1a9ab530f093496d2ccc11504506aa3b0e1bb719e5""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e8669011-41aa-5be2-a9da-806bae3bb954","lebl.ca.qa.live-manifest.ca.v1.9.logical.u000221","topology","[""urn:uuid:ba29366e-b96d-5941-9276-3fd662a0fb0f""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000221"",""sha256"":""sha256:d56f283064446eff74695f66367754c0d61adeb58a2a57f47d82c57297dbee34""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e8669011-41aa-5be2-a9da-806bae3bb954"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ca.qa.live-manifest.ca.v1.9.logical.u000221"",""status"":""active"",""subject_ids"":[""urn:uuid:ba29366e-b96d-5941-9276-3fd662a0fb0f""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000221"",""sha256"":""sha256:d56f283064446eff74695f66367754c0d61adeb58a2a57f47d82c57297dbee34""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e87c6572-5879-582b-bf83-813e4f86b22e","lebl.ca.qa.live-manifest.ca.v1.9.logical.u000722","topology","[""urn:uuid:1b561020-086c-5980-b6bb-b04b1333e171""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000722"",""sha256"":""sha256:988f5421029a447a5b14e3e0ba4a001a3dc6322b6387d72b7b896deb31b88d6f""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e87c6572-5879-582b-bf83-813e4f86b22e"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ca.qa.live-manifest.ca.v1.9.logical.u000722"",""status"":""active"",""subject_ids"":[""urn:uuid:1b561020-086c-5980-b6bb-b04b1333e171""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000722"",""sha256"":""sha256:988f5421029a447a5b14e3e0ba4a001a3dc6322b6387d72b7b896deb31b88d6f""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e87e7ee8-95d7-5eb1-af34-85b98a819b82","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000301","topology","[""urn:uuid:51b74a12-64d3-5c6c-9da7-b1551ed7b2ec""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000301"",""sha256"":""sha256:0de9e28fba8affa729780faca59815b39490cc3854d18fc23ba8a4e7f01665d7""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e87e7ee8-95d7-5eb1-af34-85b98a819b82"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000301"",""status"":""active"",""subject_ids"":[""urn:uuid:51b74a12-64d3-5c6c-9da7-b1551ed7b2ec""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000301"",""sha256"":""sha256:0de9e28fba8affa729780faca59815b39490cc3854d18fc23ba8a4e7f01665d7""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e8864c49-2b90-5078-a932-cc5bd96febda","lebl.ca.qa.live-manifest.ca.v1.9.logical.u001347","topology","[""urn:uuid:bd96ed43-a8d9-5789-9051-ff754fd7866f""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u001347"",""sha256"":""sha256:ea7113bac0441a5f21fc6036a0248888e89adc3c096b6e4c075cc5ba98f33bec""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e8864c49-2b90-5078-a932-cc5bd96febda"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ca.qa.live-manifest.ca.v1.9.logical.u001347"",""status"":""active"",""subject_ids"":[""urn:uuid:bd96ed43-a8d9-5789-9051-ff754fd7866f""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u001347"",""sha256"":""sha256:ea7113bac0441a5f21fc6036a0248888e89adc3c096b6e4c075cc5ba98f33bec""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e8893d4d-98c8-5e81-b3bf-97ff7e32bfc5","lebl.ra.qa.live-manifest.ra.v6.3.logical.u000040","topology","[""urn:uuid:6abb2886-3f12-509d-8fdd-fd099673fe91""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000040"",""sha256"":""sha256:808bd0d3241f9d387312441c66712074bbff0eebf160ba82cac0c4e45ad18373""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e8893d4d-98c8-5e81-b3bf-97ff7e32bfc5"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u000040"",""status"":""active"",""subject_ids"":[""urn:uuid:6abb2886-3f12-509d-8fdd-fd099673fe91""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000040"",""sha256"":""sha256:808bd0d3241f9d387312441c66712074bbff0eebf160ba82cac0c4e45ad18373""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:e88cd228-e6a6-5278-8524-95ea36bcb094","lebl.ca.qa.live-manifest.ca.v1.9.logical.u000530","topology","[""urn:uuid:a5d2bf4a-0378-5cb6-b6d2-736c1686f642""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000530"",""sha256"":""sha256:4e4947451096c2720da76a4dc6d9dc600f3e04e6b5133921d9868a988ca5a3b9""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:e88cd228-e6a6-5278-8524-95ea36bcb094"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ca.qa.live-manifest.ca.v1.9.logical.u000530"",""status"":""active"",""subject_ids"":[""urn:uuid:a5d2bf4a-0378-5cb6-b6d2-736c1686f642""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000530"",""sha256"":""sha256:4e4947451096c2720da76a4dc6d9dc600f3e04e6b5133921d9868a988ca5a3b9""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
